Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2013;6.344
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2012;5.336
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2011;8.949
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2010;8.275
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2009;6.012
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2008;5.306
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2007;5.852
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2021;80.456
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2020;58.538
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2019;71.795
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2018;76.603
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2017;70.412
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2016;59.059
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2015;51.885
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2014;44.488
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2013;41.378
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2012;41.028
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2011;49.204
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2010;60.678
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2009;51.724
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2008;59.294
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Viviendas: Total;2007;84.930
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2021;21.511
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2020;16.194
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2019;16.787
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2018;16.988
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2017;15.675
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2016;13.509
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2015;12.412
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2014;17.160
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2013;18.952
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2012;19.045
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2011;24.318
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2010;29.068
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2009;26.390
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2008;27.497
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda nueva;2007;29.477
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2021;58.945
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2020;42.344
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2019;55.008
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2018;59.615
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2017;54.737
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2016;45.550
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2015;39.473
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2014;27.328
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2013;22.426
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2012;21.983
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2011;24.886
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2010;31.610
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2009;25.334
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2008;31.797
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda usada;2007;55.453
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2021;74.110
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2020;54.078
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2019;66.164
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2018;70.418
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2017;64.526
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2016;53.378
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2015;46.558
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2014;39.647
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2013;35.034
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2012;35.692
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2011;40.255
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2010;52.403
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2009;45.712
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2008;53.988
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda libre;2007;79.078
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2021;6.346
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2020;4.460
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2019;5.631
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2018;6.185
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2017;5.886
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2016;5.681
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2015;5.327
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2014;4.841
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2013;6.344
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2012;5.336
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2011;8.949
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2010;8.275
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2009;6.012
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2008;5.306
Total Nacional;13 Madrid, Comunidad de;28 Madrid;Vivienda protegida;2007;5.852
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2021;19.472
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2020;15.021
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2019;16.673
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2018;16.437
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2017;13.185
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2016;11.731
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2015;11.023
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2014;9.837
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2013;10.533
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2012;10.041
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2011;12.208
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2010;16.338
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2009;18.136
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2008;24.913
Total Nacional;14 Murcia, Región de;;Viviendas: Total;2007;31.344
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2021;3.743
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2020;2.830
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2019;2.794
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2018;2.752
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2017;2.023
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2016;1.894
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2015;1.998
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2014;4.229
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2013;5.420
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2012;5.031
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2011;6.503
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2010;9.034
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2009;10.943
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2008;14.340
Total Nacional;14 Murcia, Región de;;Vivienda nueva;2007;15.374
Total Nacional;14 Murcia, Región de;;Vivienda usada;2021;15.729
Total Nacional;14 Murcia, Región de;;Vivienda usada;2020;12.191
Total Nacional;14 Murcia, Región de;;Vivienda usada;2019;13.879
Total Nacional;14 Murcia, Región de;;Vivienda usada;2018;13.685
Total Nacional;14 Murcia, Región de;;Vivienda usada;2017;11.162
Total Nacional;14 Murcia, Región de;;Vivienda usada;2016;9.837
Total Nacional;14 Murcia, Región de;;Vivienda usada;2015;9.025
Total Nacional;14 Murcia, Región de;;Vivienda usada;2014;5.608
Total Nacional;14 Murcia, Región de;;Vivienda usada;2013;5.113
Total Nacional;14 Murcia, Región de;;Vivienda usada;2012;5.010
Total Nacional;14 Murcia, Región de;;Vivienda usada;2011;5.705
Total Nacional;14 Murcia, Región de;;Vivienda usada;2010;7.304
Total Nacional;14 Murcia, Región de;;Vivienda usada;2009;7.193
Total Nacional;14 Murcia, Región de;;Vivienda usada;2008;10.573
Total Nacional;14 Murcia, Región de;;Vivienda usada;2007;15.970
Total Nacional;14 Murcia, Región de;;Vivienda libre;2021;17.678
Total Nacional;14 Murcia, Región de;;Vivienda libre;2020;13.399
Total Nacional;14 Murcia, Región de;;Vivienda libre;2019;14.815
Total Nacional;14 Murcia, Región de;;Vivienda libre;2018;14.694
Total Nacional;14 Murcia, Región de;;Vivienda libre;2017;11.784
Total Nacional;14 Murcia, Región de;;Vivienda libre;2016;10.579
Total Nacional;14 Murcia, Región de;;Vivienda libre;2015;10.112
Total Nacional;14 Murcia, Región de;;Vivienda libre;2014;9.003
Total Nacional;14 Murcia, Región de;;Vivienda libre;2013;9.670
Total Nacional;14 Murcia, Región de;;Vivienda libre;2012;9.130
Total Nacional;14 Murcia, Región de;;Vivienda libre;2011;11.280
Total Nacional;14 Murcia, Región de;;Vivienda libre;2010;15.354
Total Nacional;14 Murcia, Región de;;Vivienda libre;2009;17.389
Total Nacional;14 Murcia, Región de;;Vivienda libre;2008;23.568
Total Nacional;14 Murcia, Región de;;Vivienda libre;2007;29.358
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2021;1.794
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2020;1.622
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2019;1.858
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2018;1.743
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2017;1.401
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2016;1.152
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2015;911
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2014;834
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2013;863
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2012;911
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2011;928
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2010;984
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2009;747
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2008;1.345
Total Nacional;14 Murcia, Región de;;Vivienda protegida;2007;1.986
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2021;19.472
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2020;15.021
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2019;16.673
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2018;16.437
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2017;13.185
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2016;11.731
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2015;11.023
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2014;9.837
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2013;10.533
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2012;10.041
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2011;12.208
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2010;16.338
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2009;18.136
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2008;24.913
Total Nacional;14 Murcia, Región de;30 Murcia;Viviendas: Total;2007;31.344
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2021;3.743
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2020;2.830
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2019;2.794
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2018;2.752
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2017;2.023
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2016;1.894
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2015;1.998
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2014;4.229
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2013;5.420
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2012;5.031
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2011;6.503
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2010;9.034
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2009;10.943
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2008;14.340
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda nueva;2007;15.374
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2021;15.729
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2020;12.191
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2019;13.879
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2018;13.685
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2017;11.162
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2016;9.837
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2015;9.025
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2014;5.608
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2013;5.113
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2012;5.010
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2011;5.705
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2010;7.304
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2009;7.193
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2008;10.573
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda usada;2007;15.970
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2021;17.678
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2020;13.399
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2019;14.815
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2018;14.694
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2017;11.784
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2016;10.579
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2015;10.112
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2014;9.003
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2013;9.670
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2012;9.130
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2011;11.280
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2010;15.354
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2009;17.389
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2008;23.568
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2007;29.358
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2021;1.794
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2020;1.622
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2019;1.858
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2018;1.743
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2017;1.401
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2016;1.152
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2015;911
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2014;834
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2013;863
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2012;911
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2011;928
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2010;984
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2009;747
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2008;1.345
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2007;1.986
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2021;6.479
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2020;4.921
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2019;5.711
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2018;6.102
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2017;5.145
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2016;4.631
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2015;4.286
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2014;4.386
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2013;3.865
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2012;3.993
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2011;4.496
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2010;5.861
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2009;5.033
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2008;6.399
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2007;9.592
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2021;2.039
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2020;1.299
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2019;1.446
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2018;1.495
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2017;1.102
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2016;1.085
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2015;1.121
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2014;1.845
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2013;1.642
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2012;2.091
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2011;2.379
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2010;3.568
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2009;3.085
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2008;4.204
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2007;6.115
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2021;4.440
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2020;3.622
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2019;4.265
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2018;4.607
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2017;4.043
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2016;3.546
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2015;3.165
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2014;2.541
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2013;2.223
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2012;1.902
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2011;2.117
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2010;2.293
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2009;1.948
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2008;2.195
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2007;3.477
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2021;5.632
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2020;4.270
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2019;4.968
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2018;5.044
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2017;4.377
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2016;3.913
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2015;3.575
